t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
567,-61.14361041,-58.93334263,-56.95247788,-54.92180725,-52.56511935,-49.61026809,-45.92546178,-41.73952972,-37.64490645,-34.17737144,-31.47401255,-29.41272605,-27.82940738,-26.59272321,-25.60937615,-24.81462595,-24.16319942,-23.6228555,-23.17014737,-22.78766611,-22.4622326,-22.18369191,-21.94409383,-21.73712492,-21.55770737,-21.40171063,-21.26574052,-21.14698266,-21.04308458,-20.95206569,-20.87224773,-20.80220043,-20.74069854,-20.68668764,-20.63925656,-20.59761498,-20.56107518,-20.5290369,-20.50097486,-20.47642829,-20.45499217
568,-61.14196826,-58.92554247,-56.9371727,-54.89486565,-52.52008194,-49.54088336,-45.8320078,-41.63448628,-37.54716902,-34.09780743,-31.4126419,-29.36568147,-27.79292168,-26.56396791,-25.58635609,-24.79594254,-24.14785958,-23.6101406,-23.15952672,-22.77874004,-22.45469463,-22.17730311,-21.93866513,-21.73250469,-21.55377257,-21.39836034,-21.26289117,-21.14456446,-21.0410388,-20.95034258,-20.87080488,-20.80100149,-20.73971223,-20.68588691,-20.63861792,-20.59711798,-20.56070195,-20.5287718,-20.50080416,-20.47633993,-20.4549755
569,-61.14030206,-58.91762671,-56.92163278,-54.86751143,-52.47441147,-49.47072428,-45.73793388,-41.52932444,-37.44980037,-34.01875801,-31.3517177,-29.3189768,-27.75668734,-26.53539936,-25.56347693,-24.77736731,-24.13260424,-23.59749269,-23.14895986,-22.76985765,-22.44719247,-22.17094387,-21.93326097,-21.72790494,-21.54985492,-21.39502443,-21.26005389,-21.14215638,-21.0390015,-20.94862654,-20.8693679,-20.79980741,-20.7387299,-20.68508939,-20.63798182,-20.59662295,-20.5603302,-20.52850775,-20.50063414,-20.47625191,-20.4549589
570,-61.13861133,-58.90959312,-56.90585401,-54.83973851,-52.42810169,-49.39978979,-45.64324989,-41.42406061,-37.35280994,-33.94022334,-31.29123708,-29.27260916,-27.72070217,-26.50701596,-25.54073751,-24.75889944,-24.11743275,-23.58491128,-23.13844643,-22.76101867,-22.43972588,-22.16461401,-21.92788122,-21.72332556,-21.54595431,-21.39170282,-21.25722861,-21.13975838,-21.03697264,-20.94691755,-20.86793679,-20.79861816,-20.73775152,-20.68429506,-20.63734827,-20.59612989,-20.55995992,-20.52824474,-20.50046479,-20.47616424,-20.45494236
571,-61.13689557,-58.90143946,-56.88983222,-54.81154074,-52.38114637,-49.32807908,-45.54796597,-41.31871116,-37.25620687,-33.86220342,-31.23119714,-29.22657574,-27.68496397,-26.47881614,-25.51813669,-24.74053807,-24.10234452,-23.57239592,-23.12798609,-22.75222282,-22.43229465,-22.15831336,-21.92252574,-21.71876643,-21.54207066,-21.38839544,-21.25441528,-21.1373704,-21.03495217,-20.94521558,-20.8665115,-20.79743373,-20.73677707,-20.68350391,-20.63671723,-20.59563878,-20.55959111,-20.52798277,-20.5002961,-20.47607691,-20.45492588
572,-61.1351543,-58.89316343,-56.87356316,-54.78291194,-52.33353936,-49.2555916,-45.45209261,-41.21329244,-37.15999996,-33.78469807,-31.17159498,-29.18087371,-27.64947059,-26.45079831,-25.49567334,-24.72228239,-24.08733891,-23.55994614,-23.11757846,-22.74346981,-22.42489857,-22.15204173,-21.91719438,-21.71422743,-21.53820387,-21.38510219,-21.25161382,-21.13499238,-21.03294005,-20.94352057,-20.86509201,-20.79625408,-20.73580654,-20.68271592,-20.63608871,-20.59514963,-20.55922375,-20.52772183,-20.50012807,-20.47598992,-20.45490947
573,-61.13338701,-58.88476272,-56.85704256,-54.75384591,-52.28527457,-49.18232705,-45.35564058,-41.10782077,-37.06419773,-33.70770698,-31.11242765,-29.13550025,-27.61421988,-26.42296094,-25.47334633,-24.70413158,-24.07241533,-23.54756148,-23.10722321,-22.73475938,-22.4175374,-22.14579896,-21.911887,-21.70970846,-21.53435385,-21.38182302,-21.24882417,-21.13262428,-21.03093624,-20.94183251,-20.86367828,-20.79507919,-20.73483991,-20.68193108,-20.63546269,-20.5946624,-20.55885784,-20.52746192,-20.49996071,-20.47590327,-20.45489312
574,-61.13159318,-58.87623496,-56.84026607,-54.72433638,-52.23634597,-49.10828539,-45.25862096,-41.00231243,-36.96880835,-33.63122967,-31.05369219,-29.09045259,-27.57920971,-26.39530247,-25.45115455,-24.68608483,-24.05757318,-23.53524149,-23.09691998,-22.72609125,-22.41021094,-22.13958488,-21.90660346,-21.70520939,-21.5305205,-21.37855784,-21.24604628,-21.13026605,-21.0289407,-20.94015135,-20.86227029,-20.79390904,-20.73387715,-20.68114937,-20.63483915,-20.59417711,-20.55849337,-20.52720302,-20.499794,-20.47581696,-20.45487684
575,-61.12977229,-58.86757773,-56.82322929,-54.69437704,-52.18674762,-49.03346688,-45.16104512,-40.89678363,-36.87383968,-33.5552655,-30.99538563,-29.04572795,-27.54443799,-26.36782139,-25.42909692,-24.66814134,-24.04281185,-23.52298571,-23.08666842,-22.71746514,-22.40291897,-22.1333993,-21.90134363,-21.70073012,-21.52670373,-21.37530658,-21.24328007,-21.12791762,-21.02695337,-20.93847705,-20.86086802,-20.79274361,-20.73291825,-20.68037077,-20.63421809,-20.59369373,-20.55813034,-20.52694515,-20.49962794,-20.47573099,-20.45486062
576,-61.1279238,-58.8587886,-56.80592775,-54.66396156,-52.13647363,-48.957872,-45.06292473,-40.7912505,-36.77929929,-33.47981372,-30.93750497,-29.00132358,-27.50990263,-26.34051619,-25.40717233,-24.65030031,-24.02813076,-23.51079371,-23.07646819,-22.7088808,-22.39566128,-22.12724207,-21.89610737,-21.69627053,-21.52290345,-21.37206916,-21.24052549,-21.12557896,-21.02497423,-20.93680959,-20.85947142,-20.79158286,-20.73196318,-20.67959528,-20.63359949,-20.59321227,-20.55776874,-20.52668829,-20.49946253,-20.47564536,-20.45484446
577,-61.12604718,-58.84986507,-56.78835694,-54.63308358,-52.08551822,-48.88150155,-44.96427173,-40.68572909,-36.68519441,-33.40487341,-30.88004721,-28.95723673,-27.47560156,-26.31338538,-25.38537972,-24.63256096,-24.01352932,-23.49866503,-23.06631895,-22.70033796,-22.38843766,-22.12111302,-21.89089454,-21.69183051,-21.51911958,-21.3688455,-21.23778248,-21.12325001,-21.02300323,-20.93514893,-20.85808048,-20.79042679,-20.73101194,-20.67882287,-20.63298334,-20.5927327,-20.55740856,-20.52643243,-20.49929777,-20.47556005,-20.45482837
578,-61.12414186,-58.84080463,-56.77051228,-54.60173668,-52.03387568,-48.80435658,-44.86509837,-40.58023535,-36.59153198,-33.33044355,-30.82300934,-28.9134647,-27.44153274,-26.28642748,-25.36371802,-24.6149225,-23.99900696,-23.48659924,-23.05622036,-22.69183635,-22.38124791,-22.11501197,-21.88570501,-21.68740996,-21.51535201,-21.36563554,-21.23505097,-21.12093071,-21.02104032,-20.93349503,-20.85669515,-20.78927535,-20.73006449,-20.67805353,-20.63236962,-20.59225502,-20.5570498,-20.52617757,-20.49913365,-20.47547508,-20.45481233
579,-61.12220728,-58.83160471,-56.75238914,-54.56991442,-51.9815404,-48.72643846,-44.76541715,-40.47478512,-36.4983186,-33.25652298,-30.76638831,-28.87000478,-27.40769414,-26.25964103,-25.34218617,-24.59738417,-23.9845631,-23.47459591,-23.04617209,-22.6833757,-22.3740918,-22.10893876,-21.88053864,-21.68300876,-21.51160066,-21.3624392,-21.2323309,-21.11862103,-21.01908546,-20.93184786,-20.85531543,-20.78812854,-20.72912083,-20.67728725,-20.63175834,-20.59177923,-20.55669244,-20.52592372,-20.49897017,-20.47539045,-20.45479636
580,-61.12024288,-58.82226268,-56.73398283,-54.53761033,-51.92850686,-48.64774882,-44.66524083,-40.36939412,-36.40556059,-33.18311041,-30.71018111,-28.82685428,-27.37408375,-26.23302458,-25.32078314,-24.57994521,-23.97019717,-23.4626546,-23.03617381,-22.67495577,-22.36696914,-22.10289322,-21.8753953,-21.67862681,-21.50786544,-21.3592564,-21.22962221,-21.1163209,-21.01713862,-20.93020738,-20.85394127,-20.78698632,-20.72818092,-20.67652401,-20.63114947,-20.5913053,-20.55633649,-20.52567085,-20.49880733,-20.47530614,-20.45478046
581,-61.11824807,-58.81277591,-56.71528859,-54.50481793,-51.87476965,-48.56828959,-44.56458246,-40.26407794,-36.31326395,-33.11020446,-30.65438468,-28.78401055,-27.34069958,-26.20657671,-25.29950788,-24.56260484,-23.9559086,-23.45077488,-23.02622518,-22.66657629,-22.35987973,-22.0968752,-21.87027485,-21.67426399,-21.50414627,-21.35608707,-21.22692485,-21.11403028,-21.01519974,-20.92857357,-20.85257265,-20.78584869,-20.72724476,-20.67576379,-20.630543,-20.59083324,-20.55598193,-20.52541897,-20.49864513,-20.47522215,-20.45476461
582,-61.11622224,-58.8031417,-56.69630162,-54.47153068,-51.82032348,-48.48806301,-44.46345531,-40.15885202,-36.2214344,-33.03780362,-30.59899598,-28.74147093,-27.30753966,-26.18029598,-25.27835937,-24.54536234,-23.94169685,-23.43895634,-23.01632587,-22.65823701,-22.35282336,-22.09088453,-21.86517718,-21.6699202,-21.50044305,-21.35293115,-21.22423874,-21.11174912,-21.0132688,-20.92694638,-20.85120954,-20.7847156,-20.72631233,-20.67500658,-20.62993893,-20.59036304,-20.55562875,-20.52516808,-20.49848355,-20.4751385,-20.45474883
583,-61.11416481,-58.7933573,-56.67701706,-54.43774203,-51.76516314,-48.4070716,-44.36187292,-40.05373164,-36.13007732,-32.96590629,-30.54401195,-28.69923281,-27.27460204,-26.15418099,-25.2573366,-24.52821695,-23.92756135,-23.42719855,-23.00647558,-22.64993767,-22.34579982,-22.08492105,-21.86010214,-21.66559534,-21.4967557,-21.34978856,-21.22156385,-21.10947737,-21.01134575,-20.92532579,-20.84985192,-20.78358704,-20.7253836,-20.67425237,-20.62933723,-20.58989468,-20.55527696,-20.52491816,-20.49832261,-20.47505517,-20.4547331
584,-61.11207515,-58.78341994,-56.65742997,-54.40344542,-51.70928356,-48.32531821,-44.25984905,-39.94873192,-36.03919784,-32.89451074,-30.48942955,-28.65729358,-27.24188479,-26.12823036,-25.23643857,-24.51116794,-23.91350156,-23.4155011,-22.99667397,-22.64167803,-22.33880893,-22.0789846,-21.8550496,-21.6612893,-21.49308413,-21.34665922,-21.21890009,-21.10721499,-21.00943055,-20.92371176,-20.84849975,-20.78246299,-20.72445856,-20.67350114,-20.6287379,-20.58942816,-20.55492655,-20.52466922,-20.49816229,-20.47497216,-20.45471744
585,-61.10995263,-58.77332678,-56.63753538,-54.36863426,-51.6526798,-48.24280597,-44.15739772,-39.84386779,-35.94880078,-32.82361519,-30.43524572,-28.61565065,-27.209386,-26.10244271,-25.21566428,-24.49421458,-23.89951694,-23.40386357,-22.98692073,-22.63345783,-22.33185048,-22.07307502,-21.85001945,-21.65700197,-21.48942826,-21.34354307,-21.21624742,-21.10496192,-21.00752316,-20.92210426,-20.84715301,-20.78134343,-20.7235372,-20.67275287,-20.62814093,-20.58896346,-20.5545775,-20.52442125,-20.49800259,-20.47488947,-20.45470184
586,-61.10779662,-58.76307497,-56.61732826,-54.33330193,-51.59534703,-48.15953835,-44.05453314,-39.73915401,-35.85889066,-32.75321772,-30.3814574,-28.57430145,-27.17710375,-26.07681668,-25.19501275,-24.47735616,-23.88560694,-23.39228556,-22.97721554,-22.62527682,-22.32492428,-22.06719216,-21.84501154,-21.65273326,-21.485788,-21.34044004,-21.21360578,-21.10271811,-21.00562354,-20.92050325,-20.84581168,-20.78022832,-20.72261948,-20.67200756,-20.6275463,-20.58850058,-20.55422981,-20.52417424,-20.49784351,-20.4748071,-20.4546863
587,-61.10560647,-58.75266157,-56.59680349,-54.29744183,-51.53728057,-48.0755191,-43.95126975,-39.63460514,-35.76947175,-32.68331636,-30.32806154,-28.53324344,-27.14503619,-26.05135091,-25.174483,-24.46059195,-23.87177105,-23.38076666,-22.96755809,-22.61713477,-22.31803014,-22.06133585,-21.84002576,-21.64848305,-21.48216327,-21.33735006,-21.21097511,-21.10048352,-21.00373166,-20.91890871,-20.84447572,-20.77911766,-20.7217054,-20.67126519,-20.62695401,-20.58803951,-20.55388348,-20.52392819,-20.49768505,-20.47472506,-20.45467082
588,-61.10338151,-58.74208364,-56.57595594,-54.2610473,-51.47847588,-47.99075232,-43.84762218,-39.53023551,-35.68054801,-32.61390904,-30.2750551,-28.49247408,-27.11318145,-26.02604408,-25.15407407,-24.44392125,-23.85800872,-23.36930648,-22.95794807,-22.60903143,-22.31116785,-22.05550595,-21.83506198,-21.64425125,-21.47855398,-21.33427306,-21.20835536,-21.09825811,-21.00184746,-20.91732059,-20.84314511,-20.77801142,-20.72079494,-20.67052574,-20.62636404,-20.58758025,-20.5535385,-20.5236831,-20.4975272,-20.47464332,-20.45465539
589,-61.10112108,-58.73133815,-56.55478039,-54.22411172,-51.41892855,-47.90524239,-43.74360527,-39.42605925,-35.59212315,-32.54499362,-30.22243502,-28.45199088,-27.08153768,-26.00089485,-25.13378501,-24.42734337,-23.84431943,-23.35790461,-22.94838517,-22.60096656,-22.30433723,-22.04970229,-21.83012008,-21.64003775,-21.47496005,-21.33120896,-21.20574646,-21.09604181,-20.99997092,-20.91573887,-20.84181982,-20.77690958,-20.71988808,-20.6697892,-20.62577639,-20.58712278,-20.55319486,-20.52343895,-20.49736996,-20.47456191,-20.45464003
590,-61.0988245,-58.72042207,-56.53327156,-54.18662843,-51.35863434,-47.81899405,-43.63923404,-39.32209027,-35.5042006,-32.47656786,-30.17019827,-28.41179134,-27.05010307,-25.97590192,-25.11361487,-24.4108576,-23.83070267,-23.34656065,-22.93886908,-22.59293991,-22.29753809,-22.04392473,-21.82519992,-21.63584245,-21.47138139,-21.32815771,-21.20314836,-21.0938346,-20.99810199,-20.91416352,-20.84049983,-20.77581211,-20.7189848,-20.66905555,-20.62519103,-20.58666709,-20.55285256,-20.52319576,-20.49721333,-20.47448081,-20.45462473
591,-61.09649106,-58.70933227,-56.51142415,-54.14859078,-51.29758914,-47.73201234,-43.53452367,-39.21834222,-35.41678354,-32.40862949,-30.1183418,-28.37187299,-27.0188758,-25.951064,-25.09356271,-24.39446325,-23.81715792,-23.33527423,-22.92939951,-22.58495126,-22.29077024,-22.03817312,-21.8203014,-21.63166526,-21.46781793,-21.32511923,-21.200561,-21.09163641,-20.99624063,-20.9125945,-20.83918511,-20.774719,-20.71808509,-20.66832479,-20.62460796,-20.58621318,-20.55251158,-20.5229535,-20.4970573,-20.47440002,-20.45460948
592,-61.09412005,-58.69806562,-56.48923277,-54.1099921,-51.23578905,-47.64430261,-43.42948954,-39.11482853,-35.32987488,-32.34117614,-30.0668626,-28.33223339,-26.98785409,-25.9263798,-25.07362761,-24.37815966,-23.80368468,-23.32404494,-22.91997616,-22.57700036,-22.28403349,-22.0324473,-21.81542438,-21.62750606,-21.46426958,-21.32209345,-21.19798434,-21.08944721,-20.99438682,-20.91103179,-20.83787563,-20.77363022,-20.71718892,-20.6675969,-20.62402717,-20.58576103,-20.55217193,-20.52271219,-20.49690188,-20.47431954,-20.4545943
593,-61.09171077,-58.68661892,-56.46669198,-54.07082576,-51.17323029,-47.55587057,-43.32414714,-39.01156237,-35.2434773,-32.2742054,-30.01575764,-28.29287011,-26.95703616,-25.90184805,-25.05380865,-24.36194614,-23.79028243,-23.31287241,-22.91059872,-22.56908698,-22.27732766,-22.02674713,-21.81056875,-21.62336478,-21.46073626,-21.31908032,-21.1954183,-21.08726695,-20.9925405,-20.90947535,-20.83657137,-20.77254575,-20.71629628,-20.66687186,-20.62344865,-20.58531064,-20.55183359,-20.5224718,-20.49674706,-20.47423937,-20.45457917
594,-61.08926246,-58.67498892,-56.44379629,-54.03108509,-51.10990927,-47.46672222,-43.21851214,-38.90855666,-35.15759322,-32.20771477,-29.96502391,-28.25378074,-26.92642027,-25.87746749,-25.03410492,-24.34582203,-23.77695068,-23.30175626,-22.90126691,-22.5612109,-22.27065256,-22.02107245,-21.80573438,-21.6192413,-21.45721789,-21.31607976,-21.19286285,-21.08509558,-20.99070165,-20.90792514,-20.8352723,-20.77146558,-20.71540716,-20.66614965,-20.62287239,-20.58486201,-20.55149657,-20.52223235,-20.49659283,-20.47415951,-20.4545641
595,-61.0867744,-58.66317233,-56.42054016,-53.99076345,-51.04582259,-47.3768639,-43.11260033,-38.80582403,-35.07222483,-32.14170172,-29.91465841,-28.2149629,-26.89600468,-25.85323689,-25.01451552,-24.32978666,-23.76368894,-23.2906961,-22.89198042,-22.55337187,-22.26400801,-22.01542313,-21.80092116,-21.61513552,-21.45371439,-21.3130917,-21.19031791,-21.08293306,-20.98887022,-20.90638115,-20.8339784,-20.77038967,-20.71452153,-20.66543028,-20.62229837,-20.58441511,-20.55116085,-20.52199381,-20.49643919,-20.47407995,-20.45454909
596,-61.08424582,-58.6511658,-56.39691799,-53.94985423,-50.98096703,-47.28630229,-43.00642761,-38.70337687,-34.98737406,-32.07616365,-29.86465815,-28.17641422,-26.86578766,-25.829155,-24.99503956,-24.31383939,-23.75049671,-23.27969157,-22.88273898,-22.54556968,-22.25739383,-22.00979901,-21.79612896,-21.61104736,-21.45022569,-21.31011609,-21.18778345,-21.08077934,-20.98704617,-20.90484333,-20.83268964,-20.76931801,-20.71363938,-20.66471372,-20.62172659,-20.58396995,-20.55082643,-20.5217562,-20.49628615,-20.4740007,-20.45453413
597,-61.08167594,-58.63896594,-56.37292413,-53.9083508,-50.91533955,-47.19504438,-42.90001002,-38.60122726,-34.90304266,-32.01109794,-29.81502014,-28.13813235,-26.83576751,-25.80522061,-24.97567616,-24.29797955,-23.73737351,-23.26874229,-22.87354228,-22.53780409,-22.25080984,-22.00419995,-21.79135768,-21.60697672,-21.44675169,-21.30715285,-21.1852594,-21.07863438,-20.98522948,-20.90331166,-20.831406,-20.76825058,-20.71276069,-20.66399996,-20.62115703,-20.58352652,-20.5504933,-20.52151951,-20.4961337,-20.47392176,-20.45451924
598,-61.079064,-58.62656931,-56.34855287,-53.86624657,-50.84893731,-47.10309748,-42.79336366,-38.49938702,-34.81923212,-31.94650188,-29.76574143,-28.10011496,-26.80594255,-25.78143251,-24.95642445,-24.28220652,-23.72431885,-23.2578479,-22.86439006,-22.53007489,-22.24425586,-21.9986258,-21.78660719,-21.6029235,-21.44329233,-21.30420193,-21.18274571,-21.07649813,-20.9834201,-20.90178611,-20.83012745,-20.76718736,-20.71188545,-20.66328898,-20.62058969,-20.5830848,-20.55016146,-20.52128372,-20.49598183,-20.47384311,-20.4545044
599,-61.07640917,-58.61397242,-56.32379846,-53.82353497,-50.78175769,-47.01046925,-42.68650475,-38.39786766,-34.73594374,-31.88237274,-29.71681904,-28.06235975,-26.77631111,-25.75778951,-24.93728355,-24.26651964,-23.71133226,-23.24700802,-22.85528201,-22.52238185,-22.23773171,-21.99307643,-21.78187738,-21.5988876,-21.43984753,-21.30126325,-21.18024233,-21.07437056,-20.981618,-20.90026665,-20.82885396,-20.76612833,-20.71101364,-20.66258078,-20.62002455,-20.5826448,-20.5498309,-20.52104884,-20.49583054,-20.47376477,-20.45448961
600,-61.07371067,-58.60117172,-56.29865507,-53.78020944,-50.71379825,-46.91716765,-42.57944957,-38.29668043,-34.6531786,-31.81870775,-29.66825004,-28.02486443,-26.74687153,-25.73429041,-24.91825261,-24.2509183,-23.69841327,-23.23622231,-22.84621788,-22.51472475,-22.23123722,-21.9875517,-21.77716813,-21.59486893,-21.4364172,-21.29833675,-21.17774921,-21.07225161,-20.97982313,-20.89875324,-20.82758552,-20.76507347,-20.71014524,-20.66187533,-20.6194616,-20.58220649,-20.54950161,-20.52081487,-20.49567983,-20.47368673,-20.45447488
601,-61.07096765,-58.58816361,-56.27311687,-53.73626346,-50.64505678,-46.82320098,-42.47221447,-38.19583624,-34.57093757,-31.75550411,-29.6200315,-27.98762674,-26.71762218,-25.71093406,-24.89933079,-24.23540186,-23.68556139,-23.22549039,-22.83719736,-22.50710337,-22.22477221,-21.98205145,-21.77247933,-21.5908674,-21.43300128,-21.29542238,-21.17526629,-21.07014124,-20.97803548,-20.89724586,-20.82632209,-20.76402275,-20.70928024,-20.66117263,-20.61890083,-20.58176988,-20.54917359,-20.52058179,-20.4955297,-20.47360899,-20.45446021
602,-61.06817928,-58.57494446,-56.24717793,-53.69169056,-50.57553128,-46.72857786,-42.36481585,-38.09534571,-34.48922135,-31.69275896,-29.57216051,-27.95064443,-26.68856144,-25.68771928,-24.88051724,-24.2199697,-23.67277618,-23.21481192,-22.8282202,-22.49951749,-22.21833651,-21.97657555,-21.76781086,-21.58688292,-21.42959968,-21.29252006,-21.17279352,-21.06803941,-20.97625499,-20.89574448,-20.82506366,-20.76297616,-20.70841862,-20.66047267,-20.61834224,-20.58133495,-20.54884683,-20.52034961,-20.49538015,-20.47353154,-20.4544456
603,-61.06534472,-58.56151055,-56.2208323,-53.64648428,-50.50521999,-46.63330723,-42.25727015,-37.99521918,-34.40803042,-31.63046943,-29.52463416,-27.91391527,-26.6596877,-25.66464494,-24.86181113,-24.20462122,-23.66005717,-23.20418655,-22.81928611,-22.49196689,-22.21192995,-21.97112387,-21.76316262,-21.5829154,-21.42621233,-21.28962973,-21.17033085,-21.06594608,-20.97448163,-20.89424906,-20.8238102,-20.76193368,-20.70756036,-20.65977543,-20.61778581,-20.5809017,-20.54852133,-20.52011832,-20.49523116,-20.47345439,-20.45443104
