t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
380,-61.28720612,-59.59451057,-58.13917315,-56.82214216,-55.57967241,-54.36584048,-53.13955763,-51.85122736,-50.42669911,-48.7513722,-46.67155984,-44.05233841,-40.91685924,-37.56198016,-34.42956201,-31.80203987,-29.71182302,-28.07061074,-26.77452554,-25.73835757,-24.89877527,-24.20986135,-23.63825683,-23.15942704,-22.75503936,-22.41116721,-22.11706073,-21.86429757,-21.64618811,-21.45735258,-21.29341579,-21.15078333,-21.02647525,-20.91800065,-20.82326207,-20.74048156,-20.66814304,-20.60494673,-20.54977296,-20.50165297,-20.45974534
381,-61.28670982,-59.59230181,-58.1356568,-56.81750893,-55.57390929,-54.35864834,-53.13015157,-51.83797296,-50.40658722,-48.71960294,-46.62219505,-43.98161784,-40.82876881,-37.46958998,-34.34647523,-31.73393387,-29.65795476,-28.02822262,-26.74093573,-25.71145638,-24.87699997,-24.1920681,-23.6236032,-23.1472843,-22.74493098,-22.40272625,-22.11000036,-21.8583904,-21.64125154,-21.45323825,-21.29000187,-21.14796882,-21.02417568,-20.91614485,-20.82178964,-20.73934095,-20.66728996,-20.604343,-20.54938548,-20.50145297,-20.4597077
382,-61.2862129,-59.59009023,-58.13213488,-56.81286512,-55.56812544,-54.35141495,-53.12066365,-51.82456027,-50.3861853,-48.68735098,-46.57214896,-43.91017367,-40.74023897,-37.37725944,-34.26379326,-31.66630331,-29.60449957,-27.98616062,-26.70759667,-25.68474786,-24.85537399,-24.17439191,-23.60904235,-23.13521587,-22.7348826,-22.39433407,-22.10297984,-21.85251589,-21.63634178,-21.44914591,-21.28660595,-21.14516896,-21.02188796,-20.91429853,-20.82032468,-20.73820607,-20.66644115,-20.60374227,-20.54899992,-20.50125395,-20.45967024
383,-61.28571536,-59.58787578,-58.12860731,-56.80821049,-55.56232042,-54.34413941,-53.11109211,-51.81098604,-50.36548809,-48.65460951,-46.52141663,-43.83800943,-40.65128428,-37.28500415,-34.18152245,-31.59914744,-29.55145453,-27.9444218,-26.67450597,-25.65823018,-24.83389595,-24.15683171,-23.59457349,-23.12322111,-22.72489373,-22.38599027,-22.09599886,-21.8466738,-21.63145863,-21.44507541,-21.2832279,-21.14238367,-21.01961202,-20.91246162,-20.81886712,-20.73707688,-20.66559657,-20.60314452,-20.54861626,-20.50105591,-20.45963297
384,-61.28521718,-59.58565842,-58.12507395,-56.80354483,-55.55649378,-54.33682077,-53.10143513,-51.79724697,-50.34449026,-48.62137167,-46.46999329,-43.76512906,-40.56191952,-37.19283952,-34.09966881,-31.53246538,-29.49881667,-27.90300326,-26.64166128,-25.63190153,-24.81256449,-24.13938648,-23.58019582,-23.11129941,-22.71496389,-22.37769449,-22.08905712,-21.84086388,-21.62660189,-21.44102659,-21.2798676,-21.13961284,-21.01734777,-20.91063406,-20.81741692,-20.73595336,-20.66475619,-20.60254973,-20.5482345,-20.50085884,-20.45959588
385,-61.28471835,-59.58343809,-58.12153472,-56.79886792,-55.55064503,-54.3294581,-53.09169086,-51.78333972,-50.3231864,-48.58763063,-46.41787432,-43.69153686,-40.4721597,-37.10078074,-34.01823804,-31.46625609,-29.44658303,-27.86190208,-26.60906025,-25.60576012,-24.79137826,-24.12205518,-23.56590855,-23.09945016,-22.7050926,-22.36944634,-22.08215433,-21.8350859,-21.62177138,-21.43699929,-21.27652492,-21.13685637,-21.01509513,-20.90881579,-20.81597403,-20.73483546,-20.66392,-20.60195788,-20.54785461,-20.50066274,-20.45955897
386,-61.28421887,-59.58121474,-58.11798949,-56.79417951,-55.5447737,-54.32205043,-53.08185743,-51.76926088,-50.30157107,-48.55337953,-46.36505529,-43.61723749,-40.38202005,-37.00884277,-33.93723551,-31.40051842,-29.39475061,-27.8211154,-26.57670056,-25.57980419,-24.7703359,-24.1048368,-23.55171091,-23.08767275,-22.69527939,-22.36124545,-22.07529017,-21.82933961,-21.61696691,-21.43299337,-21.27319974,-21.13411415,-21.01285402,-20.90700674,-20.8145384,-20.73372315,-20.66308795,-20.60136895,-20.54747658,-20.5004676,-20.45952224
387,-61.28371872,-59.57898833,-58.11443815,-56.78947937,-55.5388793,-54.31459675,-53.07193292,-51.75500697,-50.27963874,-48.51861153,-46.31153198,-43.54223598,-40.29151602,-36.91704033,-33.85666631,-31.33525111,-29.34331643,-27.78064035,-26.54457991,-25.55403197,-24.74943611,-24.08773034,-23.53760211,-23.0759666,-22.68552379,-22.35309146,-22.06846437,-21.82362478,-21.61218827,-21.42900865,-21.26989194,-21.13138609,-21.01062436,-20.90520685,-20.81310998,-20.73261638,-20.66226003,-20.60078292,-20.54710041,-20.5002734,-20.45948568
388,-61.2832179,-59.57675879,-58.11088058,-56.78476725,-55.53296133,-54.30709607,-53.06191536,-51.74057449,-50.25738383,-48.48331978,-46.25730031,-43.46653774,-40.20066321,-36.82538786,-33.77653519,-31.27045274,-29.29227746,-27.74047409,-26.51269605,-25.52844174,-24.72867756,-24.0707348,-23.52358141,-23.06433111,-22.67582534,-22.34498399,-22.06167663,-21.81794118,-21.60743529,-21.42504501,-21.26660138,-21.1286721,-21.00840608,-20.90341606,-20.81168872,-20.73151512,-20.66143621,-20.60019977,-20.54672608,-20.50008016,-20.45944931
389,-61.28271639,-59.57452608,-58.10731666,-56.78004291,-55.52701927,-54.29954734,-53.05180277,-51.72595984,-50.2348007,-48.44749745,-46.20235646,-43.39014857,-40.10947744,-36.73389957,-33.69684662,-31.20612184,-29.24163068,-27.7006138,-26.48104671,-25.50303178,-24.70805898,-24.0538492,-23.50964805,-23.0527657,-22.66618358,-22.33692268,-22.05492665,-21.81228858,-21.60270778,-21.42110227,-21.26332796,-21.12597207,-21.00619909,-20.90163431,-20.81027458,-20.73041934,-20.66061645,-20.59961949,-20.54635358,-20.49988785,-20.45941311
390,-61.28221419,-59.57229014,-58.10374627,-56.77530608,-55.52105259,-54.29194951,-53.0415931,-51.71115939,-50.21188365,-48.41113771,-46.14669676,-43.31307463,-40.01797467,-36.64258937,-33.61760478,-31.14225679,-29.19137307,-27.66105667,-26.44962968,-25.4778004,-24.68757908,-24.03707257,-23.49580129,-23.04126979,-22.65659807,-22.32890719,-22.04821417,-21.80666674,-21.59800555,-21.41718031,-21.26007155,-21.1232859,-21.00400333,-20.89986153,-20.80886751,-20.72932899,-20.65980074,-20.59904206,-20.5459829,-20.49969648,-20.45937708
391,-61.28171127,-59.57005092,-58.10016928,-56.77055651,-55.51506077,-54.28430151,-53.0312843,-51.69616945,-50.18862693,-48.37423376,-46.09031779,-43.23532244,-39.92617101,-36.55147092,-33.53881357,-31.07885588,-29.14150159,-27.62179993,-26.41844274,-25.45274593,-24.66723659,-24.02040395,-23.48204039,-23.0298428,-22.64706835,-22.32093714,-22.04153888,-21.80107544,-21.59332842,-21.41327896,-21.25683203,-21.12061351,-21.0018187,-20.89809767,-20.80746746,-20.72824405,-20.65898904,-20.59846745,-20.54561402,-20.49950603,-20.45934123
392,-61.28120764,-59.56780835,-58.09658557,-56.76579394,-55.50904325,-54.27660222,-53.02087424,-51.68098626,-50.16502471,-48.33677882,-46.03321635,-43.15689893,-39.83408271,-36.46055757,-33.46047659,-31.01591731,-29.09201319,-27.58284081,-26.38748371,-25.42786671,-24.64703027,-24.0038424,-23.46836462,-23.01848419,-22.63759398,-22.31301219,-22.03490052,-21.79551446,-21.58867622,-21.40939809,-21.25360929,-21.1179548,-20.99964515,-20.89634266,-20.80607438,-20.72716447,-20.65818134,-20.59789565,-20.54524694,-20.49931651,-20.45930556
393,-61.28070327,-59.56556237,-58.09299501,-56.76101807,-55.50299946,-54.26885054,-53.01036078,-51.665606,-50.14107112,-48.29876613,-45.97538945,-43.07781137,-39.74172615,-36.36986236,-33.38259718,-30.95343919,-29.04290484,-27.54417658,-26.35675045,-25.4031611,-24.62695888,-23.98738697,-23.45477326,-23.00719338,-22.62817452,-22.305132,-22.0282988,-21.78998357,-21.58404876,-21.40553754,-21.2504032,-21.11530967,-20.99748259,-20.89459646,-20.80468823,-20.72609023,-20.65737759,-20.59732665,-20.54488164,-20.4991279,-20.45927005
394,-61.28019816,-59.56331294,-58.08939745,-56.75622865,-55.49692885,-54.26104531,-52.99974172,-51.6500248,-50.11676022,-48.26018895,-45.91683434,-42.99806744,-39.64911779,-36.27939806,-33.30517841,-30.89141955,-28.99417349,-27.50580451,-26.3262408,-25.37862749,-24.6070212,-23.97103674,-23.44126561,-22.99596982,-22.61880954,-22.29729622,-22.02173345,-21.78448256,-21.57944586,-21.40169718,-21.24721366,-21.11267804,-20.99533094,-20.89285899,-20.80330896,-20.72502128,-20.65657779,-20.59676041,-20.54451811,-20.49894021,-20.45923472
395,-61.27969229,-59.56105997,-58.08579277,-56.75142537,-55.49083081,-54.25318536,-52.98901483,-51.63423872,-50.09208605,-48.22104059,-45.85754852,-42.91767516,-39.5562742,-36.1891771,-33.22822309,-30.82985631,-28.94581611,-27.46772191,-26.29595267,-25.35426426,-24.58721603,-23.95479079,-23.42784095,-22.98481297,-22.6094986,-22.28950451,-22.0152042,-21.7790112,-21.57486735,-21.39787687,-21.24404055,-21.1100598,-20.99319015,-20.8911302,-20.80193653,-20.7239576,-20.6557819,-20.59619693,-20.54415634,-20.49875342,-20.45919955
396,-61.27918565,-59.55880342,-58.08218081,-56.74660795,-55.48470475,-54.2452695,-52.97817783,-51.61824377,-50.06704255,-48.1813144,-45.79752975,-42.83664294,-39.46321202,-36.09921162,-33.15173378,-30.76874736,-28.89782963,-27.4299261,-26.26588394,-25.33006984,-24.56754216,-23.9386482,-23.41449858,-22.97372228,-22.6002413,-22.28175654,-22.00871079,-21.77356928,-21.57031305,-21.39407645,-21.24088375,-21.10745487,-20.99106012,-20.88941003,-20.80057089,-20.72289914,-20.6549899,-20.59563619,-20.54379632,-20.49856752,-20.45916456
397,-61.27867823,-59.55654322,-58.07856145,-56.74177609,-55.47855007,-54.23729651,-52.9672284,-51.60203589,-50.04162364,-48.14100378,-45.73677601,-42.75497954,-39.36994795,-36.00951342,-33.07571278,-30.70809046,-28.85021103,-27.39241443,-26.23603255,-25.30604265,-24.54799841,-23.9226081,-23.40123783,-22.96269722,-22.59103719,-22.27405196,-22.00225294,-21.76815659,-21.5657828,-21.3902958,-21.23774316,-21.10486316,-20.9889408,-20.88769843,-20.799212,-20.72184587,-20.65420175,-20.59507817,-20.54343803,-20.49838252,-20.45912973
398,-61.27817002,-59.55427931,-58.07493453,-56.73692949,-55.47236613,-54.22926513,-52.95616418,-51.58561097,-50.01582316,-48.10010215,-45.67528557,-42.6726941,-39.27649873,-35.92009399,-33.00016218,-30.64788336,-28.80295728,-27.35518427,-26.20639646,-25.28218116,-24.52858362,-23.90666958,-23.38805801,-22.95173726,-22.58188587,-22.26639046,-21.99583039,-21.76277291,-21.56127642,-21.38653478,-21.23461865,-21.10228458,-20.9868321,-20.88599534,-20.79785981,-20.72079777,-20.65341745,-20.59452284,-20.54308148,-20.49819841,-20.45909507
399,-61.277661,-59.5520116,-58.07129989,-56.73206782,-55.46615229,-54.2211741,-52.94498277,-51.56896481,-49.98963495,-48.05860301,-45.61305697,-42.58979612,-39.18288114,-35.83096449,-32.9250838,-30.5881237,-28.75606533,-27.31823299,-26.17697363,-25.25848383,-24.50929664,-23.89083177,-23.37495844,-22.94084188,-22.57278692,-22.2587717,-21.98944287,-21.75741803,-21.55679374,-21.38279325,-21.23151013,-21.09971904,-20.98473396,-20.8843007,-20.79651428,-20.71975479,-20.65263696,-20.59397021,-20.54272664,-20.49801518,-20.45906057
400,-61.27715115,-59.54974005,-58.0676574,-56.72719077,-55.4599079,-54.21302213,-52.93368171,-51.55209319,-49.96305274,-48.01649992,-45.550089,-42.50629545,-39.08911196,-35.74213573,-32.85047926,-30.52880909,-28.70953217,-27.28155802,-26.14776205,-25.23494913,-24.49013631,-23.8750938,-23.36193845,-22.93001055,-22.56373994,-22.25119535,-21.98309014,-21.75209175,-21.5523346,-21.37907107,-21.22841749,-21.09716645,-20.98264631,-20.88261446,-20.79517537,-20.71871691,-20.65186026,-20.59342024,-20.5423735,-20.49783283,-20.45902624
401,-61.27664048,-59.54746457,-58.06400688,-56.72229802,-55.4536323,-54.20480788,-52.92225851,-51.5349918,-49.93607026,-47.9737865,-45.48638076,-42.4222023,-38.99520798,-35.65361822,-32.77634995,-30.46993706,-28.66335479,-27.24515679,-26.11875975,-25.21157559,-24.47110152,-23.85945481,-23.3489974,-22.91924277,-22.55474453,-22.24366111,-21.97677194,-21.74679386,-21.54789882,-21.37536811,-21.2253406,-21.09462673,-20.98056908,-20.88093655,-20.79384303,-20.71768408,-20.65108732,-20.59287292,-20.54202206,-20.49765134,-20.45899207
402,-61.27612895,-59.5451851,-58.06034819,-56.71738922,-55.44732479,-54.19653001,-52.91071063,-51.51765628,-49.90868117,-47.93045644,-45.42193162,-42.33752721,-38.90118598,-35.56542211,-32.70269705,-30.4115051,-28.61753017,-27.20902674,-26.08996475,-25.1883617,-24.45219114,-23.84391395,-23.33613461,-22.90853801,-22.54580027,-22.23616865,-21.97048801,-21.74152416,-21.54348625,-21.37168424,-21.22227938,-21.09209978,-20.97850219,-20.87926694,-20.79251722,-20.71665628,-20.65031812,-20.59232824,-20.5416723,-20.49747072,-20.45895806
403,-61.27561655,-59.54290156,-58.05668115,-56.71246403,-55.44098469,-54.18818714,-52.89903548,-51.50008219,-49.88087911,-47.88650351,-45.35674126,-42.25228109,-38.80706268,-35.47755722,-32.62952153,-30.35351065,-28.57205532,-27.17316537,-26.06137511,-25.16530602,-24.43340407,-23.82847039,-23.32334945,-22.89789579,-22.53690678,-22.22871766,-21.96423809,-21.73628244,-21.53909672,-21.36801933,-21.2192337,-21.08958553,-20.97644559,-20.87760556,-20.79119789,-20.71563348,-20.64955264,-20.59178617,-20.54132421,-20.49729097,-20.45892422
404,-61.27510328,-59.54061387,-58.05300559,-56.70752212,-55.43461129,-54.17977786,-52.88723043,-51.48226505,-49.85265765,-47.84192155,-45.29080964,-42.16647517,-38.71285479,-35.39003303,-32.55682416,-30.29595109,-28.52692725,-27.13757017,-26.0329889,-25.14240708,-24.41473922,-23.8131233,-23.31064128,-22.88731561,-22.52806367,-22.22130782,-21.95802195,-21.7310685,-21.53473007,-21.36437323,-21.21620347,-21.08708388,-20.9743992,-20.87595235,-20.78988502,-20.71461564,-20.64879085,-20.59124671,-20.54097778,-20.49711206,-20.45889053
405,-61.27458911,-59.53832197,-58.04932135,-56.70256311,-55.42820384,-54.17130074,-52.8752928,-51.4642003,-49.82401035,-47.79670452,-45.22413704,-42.08012101,-38.61857893,-35.30285869,-32.48460554,-30.23882378,-28.48214298,-27.10223865,-26.00480423,-25.11966346,-24.39619551,-23.79787184,-23.29800947,-22.87679696,-22.51927055,-22.21393883,-21.95183933,-21.72588216,-21.53038615,-21.36074584,-21.21318858,-21.08459476,-20.97236295,-20.87430728,-20.78857854,-20.71360274,-20.64803273,-20.59070982,-20.54063301,-20.49693401,-20.458857
406,-61.27407404,-59.53602577,-58.04562826,-56.69758664,-55.42176162,-54.16275431,-52.86321986,-51.44588333,-49.7949307,-47.75084642,-45.15672404,-41.99323049,-38.52425166,-35.216043,-32.41286604,-30.18212602,-28.43769955,-27.06716837,-25.97681921,-25.09707374,-24.37777187,-23.78271521,-23.28545338,-22.86633937,-22.51052703,-22.20661039,-21.94569,-21.7207232,-21.52606478,-21.35713701,-21.21018893,-21.08211808,-20.97033678,-20.87267027,-20.78727843,-20.71259473,-20.64727825,-20.59017551,-20.54028988,-20.4967568,-20.45882364
407,-61.27355804,-59.53372519,-58.04192612,-56.69259235,-55.41528386,-54.15413709,-52.85100883,-51.42730946,-49.76541219,-47.70434142,-45.08857154,-41.90581582,-38.42988944,-35.12959443,-32.3416059,-30.12585509,-28.39359401,-27.0323569,-25.94903197,-25.07463652,-24.35946724,-23.76765261,-23.2729724,-22.85594234,-22.50183274,-22.19932219,-21.9395737,-21.71559143,-21.52176582,-21.35354663,-21.20720441,-21.07965376,-20.96832062,-20.87104129,-20.78598464,-20.71159159,-20.6465274,-20.58964375,-20.53994837,-20.49658043,-20.45879043
408,-61.27304109,-59.53142014,-58.03821475,-56.68757984,-55.40876979,-54.14544755,-52.8386569,-51.40847395,-49.73544826,-47.65718373,-45.01968077,-41.81788951,-38.33550864,-35.04352112,-32.27082516,-30.07000821,-28.34982342,-26.99780181,-25.92144068,-25.05235041,-24.34128058,-23.75268324,-23.26056593,-22.84560542,-22.49318729,-22.19207393,-21.9334902,-21.71048667,-21.5174891,-21.34997455,-21.20423492,-21.07720172,-20.96631441,-20.86942027,-20.78469713,-20.71059329,-20.64578015,-20.58911452,-20.53960849,-20.49640489,-20.45875737
409,-61.27252319,-59.52911056,-58.03449398,-56.68254872,-55.40221861,-54.13668413,-52.82616118,-51.389372,-49.70503231,-47.60936771,-44.95005327,-41.72946437,-38.24112548,-34.95783086,-32.20052368,-30.0145826,-28.30638486,-26.96350072,-25.8940435,-25.03021404,-24.32321085,-23.73780631,-23.24823334,-22.83532811,-22.48459032,-22.18486532,-21.92743927,-21.70540873,-21.51323448,-21.34642067,-21.20128037,-21.07476186,-20.96431809,-20.86780717,-20.78341587,-20.7095998,-20.64503647,-20.58858782,-20.53927022,-20.49623018,-20.45872447
410,-61.27200431,-59.52679635,-58.0307636,-56.67749861,-55.39562952,-54.12784526,-52.81351875,-51.36999874,-49.67415774,-47.56088783,-44.87969093,-41.6405535,-38.14675608,-34.87253113,-32.1307012,-29.95957542,-28.26327542,-26.92945127,-25.86683864,-25.00822606,-24.30525704,-23.72302105,-23.23597405,-22.82510996,-22.47604145,-22.17769607,-21.92142066,-21.7003574,-21.50900181,-21.34288486,-21.19834065,-21.07233413,-20.96233157,-20.86620194,-20.7821408,-20.70861109,-20.64429635,-20.58806362,-20.53893355,-20.49605629,-20.45869173
411,-61.27148444,-59.52447742,-58.02702342,-56.67242908,-55.38900169,-54.11892931,-52.80072664,-51.35034923,-49.64281789,-47.51173869,-44.80859595,-41.55117028,-38.05241641,-34.78762907,-32.06135727,-29.90498384,-28.22049221,-26.8956511,-25.8398243,-24.98638513,-24.28741814,-23.70832668,-23.22378745,-22.81495049,-22.46754033,-22.17056587,-21.91543415,-21.69533251,-21.50479092,-21.33936698,-21.19541566,-21.06991843,-20.96035482,-20.86460452,-20.7808719,-20.70762712,-20.64355976,-20.58754191,-20.53859847,-20.49588322,-20.45865914
412,-61.27096355,-59.52215368,-58.02327324,-56.66733972,-55.38233427,-54.10993465,-52.78778181,-51.3304185,-49.6110061,-47.46191501,-44.73677089,-41.46132837,-37.95812225,-34.70313149,-31.9924913,-29.85080496,-28.17803235,-26.8620979,-25.81299873,-24.96468991,-24.26969314,-23.69372244,-23.21167297,-22.80484926,-22.45908659,-22.16347446,-21.90947951,-21.69033387,-21.50060167,-21.33586693,-21.1925053,-21.06751468,-20.95838775,-20.86301486,-20.77960911,-20.70664786,-20.64282668,-20.58702267,-20.53826498,-20.49571097,-20.4586267
413,-61.27044164,-59.51982505,-58.01951286,-56.66223011,-55.37562641,-54.10085959,-52.7746812,-51.31020148,-49.5787157,-47.41141165,-44.66421865,-41.3710417,-37.86388924,-34.61904487,-31.92410258,-29.79703591,-28.13589298,-26.82878937,-25.78636018,-24.94313911,-24.25208105,-23.67920759,-23.19963001,-22.79480581,-22.45067987,-22.15642153,-21.9035565,-21.6853613,-21.49643392,-21.33238459,-21.18960949,-21.06512281,-20.95643031,-20.86143292,-20.77835242,-20.7056733,-20.64209709,-20.58650588,-20.53793305,-20.49553952,-20.45859442
414,-61.26991868,-59.51749142,-58.01574205,-56.65709981,-55.36887722,-54.09170241,-52.76142166,-51.28969306,-49.54593997,-47.36022363,-44.59094245,-41.28032443,-37.76973282,-34.5353754,-31.85619023,-29.74367376,-28.09407125,-26.79572322,-25.75990691,-24.92173142,-24.23458091,-23.66478137,-23.18765801,-22.78481968,-22.44231982,-22.14940682,-21.8976649,-21.6804146,-21.49228751,-21.32891982,-21.18672811,-21.06274274,-20.95448243,-20.85985865,-20.77710176,-20.70470339,-20.64137097,-20.58599155,-20.53760268,-20.49536887,-20.45856228
415,-61.26939465,-59.51515271,-58.01196062,-56.65194837,-55.36208581,-54.08246138,-52.74800003,-51.26888807,-49.5126722,-47.3083461,-44.5169459,-41.18919097,-37.67566823,-34.45212892,-31.78875326,-29.69071558,-28.05256435,-26.76289721,-25.73363722,-24.90046555,-24.21719173,-23.65044305,-23.1757564,-22.77489045,-22.43400609,-22.14243003,-21.89180449,-21.67549362,-21.48816229,-21.32547252,-21.18386108,-21.06037439,-20.95254405,-20.85829199,-20.77585711,-20.70373811,-20.64064829,-20.58547963,-20.53727387,-20.49519903,-20.4585303
416,-61.26886954,-59.51280881,-58.00816833,-56.64677534,-55.35525126,-54.07313472,-52.73441306,-51.24778126,-49.47890568,-47.25577438,-44.44223294,-41.09765597,-37.58171053,-34.36931099,-31.72179056,-29.63815842,-28.01136945,-26.73030909,-25.70754942,-24.87934026,-24.19991257,-23.6361919,-23.16392461,-22.76501765,-22.42573833,-22.1354909,-21.88597505,-21.67059815,-21.48405814,-21.32204257,-21.1810083,-21.05801768,-20.95061512,-20.8567329,-20.77461844,-20.70277743,-20.63992903,-20.58497014,-20.5369466,-20.49502997,-20.45849846
417,-61.26834332,-59.51045963,-58.00436497,-56.64158025,-55.34837263,-54.06372061,-52.72065746,-51.22636733,-49.44463366,-47.20250396,-44.36680786,-41.0057343,-37.48787452,-34.28692684,-31.65530087,-29.58599933,-27.97048378,-26.69795666,-25.68164184,-24.85835426,-24.18274248,-23.62202719,-23.15216208,-22.75520087,-22.41751619,-22.12858915,-21.88017634,-21.66572804,-21.47997489,-21.31862985,-21.17816968,-21.05567255,-20.94869557,-20.85518133,-20.77338569,-20.70182131,-20.63921318,-20.58446303,-20.53662086,-20.49486171,-20.45846677
418,-61.26781598,-59.50810506,-58.0005503,-56.63636263,-55.34144897,-54.0542172,-52.70672989,-51.20464093,-49.4098494,-47.14853047,-44.29067531,-40.91344102,-37.3941748,-34.20498143,-31.58928285,-29.53423534,-27.92990456,-26.66583771,-25.65591281,-24.83750634,-24.16568053,-23.60794822,-23.14046827,-22.74543966,-22.40933934,-22.1217245,-21.87440817,-21.66088309,-21.47591241,-21.31523424,-21.17534512,-21.05333891,-20.94678534,-20.85363724,-20.77215883,-20.70086974,-20.63850071,-20.58395831,-20.53629665,-20.49469423,-20.45843523
419,-61.26728749,-59.505745,-57.99672409,-56.63112199,-55.3344793,-54.04462261,-52.69262694,-51.18259663,-49.37454618,-47.09384976,-44.21384031,-40.8207914,-37.30062572,-34.12347938,-31.52373504,-29.48286347,-27.88962904,-26.63395009,-25.6303607,-24.81679526,-24.14872578,-23.59395428,-23.12884263,-22.73573361,-22.40120744,-22.11489669,-21.86867031,-21.65606314,-21.47187055,-21.31185564,-21.17253453,-21.05101669,-20.94488437,-20.85210056,-20.77093784,-20.69992269,-20.63779159,-20.58345596,-20.53597395,-20.49452753,-20.45840383
420,-61.26675783,-59.50337933,-57.9928861,-56.62585784,-55.32746262,-54.03493492,-52.67834518,-51.16022896,-49.33871725,-47.03845784,-44.13630823,-40.72780089,-37.20724136,-34.04242506,-31.45865586,-29.43188072,-27.84965449,-26.60229164,-25.60498389,-24.7962198,-24.13187732,-23.58004466,-23.11728462,-22.72608228,-22.39312016,-22.10810546,-21.86296254,-21.65126802,-21.46784919,-21.30849392,-21.16973782,-21.04870582,-20.94299261,-20.85057127,-20.76972266,-20.69898012,-20.63708582,-20.58295597,-20.53565275,-20.4943616,-20.45837258
421,-61.26622698,-59.50100796,-57.98903608,-56.62056966,-55.32039793,-54.02515217,-52.66388108,-51.13753237,-49.30235589,-46.9823509,-44.0580848,-40.6344851,-37.11403559,-33.96182253,-31.39404365,-29.38128412,-27.8099782,-26.57086024,-25.57978079,-24.77577878,-24.11513425,-23.56621868,-23.10579369,-22.71648527,-22.38507715,-22.10135053,-21.85728466,-21.64649755,-21.46384817,-21.30514898,-21.1669549,-21.04640622,-20.94110998,-20.84904931,-20.76851327,-20.698042,-20.63638336,-20.58245831,-20.53533305,-20.49419644,-20.45834148
422,-61.26569492,-59.49863077,-57.98517379,-56.61525695,-55.31328417,-54.01527237,-52.64923108,-51.11450128,-49.26545539,-46.92552536,-43.97917611,-40.54085981,-37.02102196,-33.88167559,-31.32989664,-29.33107065,-27.77059746,-26.53965378,-25.5547498,-24.75547099,-24.09849567,-23.55247565,-23.09436934,-22.70694215,-22.37707811,-22.09463166,-21.85163646,-21.64175156,-21.45986737,-21.30182071,-21.16418568,-21.04411783,-20.93923644,-20.84753463,-20.76730962,-20.69710832,-20.63568421,-20.58196298,-20.53501484,-20.49403205,-20.45831051
423,-61.26516162,-59.49624765,-57.98129896,-56.60991916,-55.30612029,-54.00529348,-52.63439156,-51.09113002,-49.22800903,-46.86797783,-43.89958863,-40.44694094,-36.92821377,-33.80198777,-31.26621299,-29.28123733,-27.73150961,-26.50867018,-25.52988936,-24.73529527,-24.08196069,-23.53881489,-23.08301102,-22.69745251,-22.36912269,-22.08794857,-21.84601772,-21.63702989,-21.45590664,-21.29850899,-21.16143007,-21.04184056,-20.93737193,-20.84602719,-20.76611169,-20.69617904,-20.63498833,-20.58146996,-20.5346981,-20.49386842,-20.4582797
424,-61.26462707,-59.49385847,-57.97741133,-56.60455576,-55.29890521,-53.99521345,-52.61935884,-51.06741288,-49.19001013,-46.80970511,-43.81932917,-40.35274452,-36.83562405,-33.7227623,-31.20299076,-29.23178116,-27.69271199,-26.47790737,-25.50519791,-24.71525045,-24.06552844,-23.52523574,-23.07171822,-22.68801596,-22.36121059,-22.08130101,-21.84042824,-21.63233237,-21.45196585,-21.29521372,-21.15868798,-21.03957434,-20.93551639,-20.84452694,-20.76491943,-20.69525413,-20.63429571,-20.58097923,-20.53438284,-20.49370554,-20.45824902
425,-61.26409124,-59.49146312,-57.97351065,-56.5991662,-55.29163783,-53.98503016,-52.60412918,-51.0433441,-49.15145203,-46.75070426,-43.73840491,-40.25828674,-36.74326551,-33.64400219,-31.14022793,-29.18269912,-27.65420198,-26.4473633,-25.48067393,-24.69533539,-24.04919804,-23.51173753,-23.06049043,-22.67863209,-22.35334148,-22.07468873,-21.83486783,-21.62765884,-21.44804487,-21.29193479,-21.15595932,-21.03731912,-20.93366976,-20.84303385,-20.76373281,-20.69433358,-20.63360633,-20.58049079,-20.53406903,-20.49354341,-20.45821848
426,-61.2635541,-59.48906148,-57.96959662,-56.5937499,-55.28431702,-53.97474146,-52.58869878,-51.01891786,-49.11232811,-46.69097252,-43.65682339,-40.16358383,-36.65115058,-33.56571018,-31.0779224,-29.13398823,-27.61597695,-26.41703597,-25.45631589,-24.67554895,-24.03296865,-23.49831961,-23.04932714,-22.66930049,-22.34551504,-22.06811148,-21.82933627,-21.62300912,-21.44414357,-21.28867208,-21.15324401,-21.03507481,-20.93183199,-20.84154785,-20.7625518,-20.69341734,-20.63292017,-20.58000462,-20.53375668,-20.49338204,-20.45818809
427,-61.26301563,-59.48665342,-57.96566898,-56.5883063,-55.27694163,-53.96434516,-52.57306381,-50.99412828,-49.07263174,-46.63050739,-43.57459251,-40.06865217,-36.5592914,-33.48788875,-31.01607201,-29.08564549,-27.57803433,-26.38692336,-25.4321223,-24.65589001,-24.01683942,-23.48498132,-23.03822785,-22.66002078,-22.33773097,-22.06156901,-21.82383336,-21.61838307,-21.44026181,-21.2854255,-21.15054196,-21.03284135,-20.93000302,-20.84006892,-20.76137636,-20.6925054,-20.6322372,-20.5795207,-20.53344577,-20.4932214,-20.45815783
